Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@joseluisdiazcontreras1666,Waiting for Astro bot. Me and my kids are ss o hyped. Will get it Day 1. Hope the GPU sings again.,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@pyroboss3099,Bro can gamecompanies stop making cinematic gametrailers we just want to see gameplay.,2,2 weeks ago,Negative,Sad,
State of Play,Youtube,@NaahSon15,"Astrobot is cool and all, but did Sony just abandon Sackboy and LBP?",8,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@TomasBridal,Remaster Bloodborne already.  At the very least a frame rate patch for PS5,0,2 weeks ago,Negative,Sad,Bloodborne
State of Play,Youtube,@QlawzetReamL14,"Dynasty Warriors Origins gets a ""B"" out of me. Game looks exciting to me despite it being a ""Dynasty Warriors"" game. Trailer alone tells me nothing about it unfortunately, hopefully more information as time passes.",0,9 days ago,Negative,Sad,game
State of Play,Youtube,@RobertMcClure,Excited for for that new dynasty warriors origin game and astro bot looks cool.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@cmike123,Concord looks beautiful. Too bad they didnt make a real game.,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@blakeeden3917,Astro Bot stole the show!,0,2 weeks ago,Positive,Surprise,astro
State of Play,Youtube,@c3ku133,concord will be even biggest disappointment than real concorde :D,11,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@TheReallyRealBonk,Im going to be honest...the only thing i'm playing is Astro Bot,0,2 weeks ago,Negative,Fear,astro
State of Play,Youtube,@yashkothalkar5512,Only ASTRO BOT is the worthy one in this whole state of play.,0,2 weeks ago,Negative,Sad,astro
State of Play,Youtube,@mateusgreenwood1096,"Make your bets, will Concord beat suicide squad as the least played live service of 2024?",0,2 weeks ago,Negative,Fear,concord
State of Play,Youtube,@timothyrocheleau7824,"It looks like a fun game, except I need 4 friends to play it with. I prefer single player games and not having to rely on others to be able to oaky at the same time so can play.",1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@Riddler_von,I don’t want to play with other people. I game alone and love it that way. If I could play five on five but wonder off for a few hours and meet the team later at the bar.,0,11 days ago,Negative,Fear,game
State of Play,Youtube,@ZombieChimps,NO MORE LIVE SERVICE MULTIPLAYER SHOOTERS,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@muzzykage,Valorant + Destiny + Overwatch= Concord xdxd,0,9 days ago,Negative,Sad,concord
State of Play,Youtube,@nobody1322,"No days gone 2, Sony has been making some terrible choices lately.",1,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@QlawzetReamL14,"Monster Hunter Wilds look amazing. While I am not a huge fan of Monster Hunter, I can respect what I have seen.",0,9 days ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@TheDiepzone,"Am I the only one who enjoyed this?  Concord's gameplay look really solid. Dynasty Warriors making comeback! Ballad of Antara looked pretty interesting Behemoth looked like an amazing VR game Aliens VR, didn't look great but it's Aliens in VR Where Winds Meet looked amazing Path of Exile 2 looks next level for its category Silent Hill 2 looks so much better than last time Astro Bot!!! No more needs to be said",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@Sky._-,What's with the shooters,2,2 weeks ago,Positive,Happy,
State of Play,Youtube,@andresaviles2428,Sony’s tweaking on that Concord.,1,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@HellDescent,"All sony has to offer is jacked store prices, non-existent customer support, missing game licenses and a $100 subscription just to play online. Time to make a transition to PC",1,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@vaivs7903,Concord: Great world building. Great cinematic. Great characters. But sadly it's a boring arena shooter I ain't touching.,2,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@QlawzetReamL14,"Ballad of Antara gives me ""Souls like"" vibes and gets a ""B"" out of me. Trailer is again a tease with gameplay clips. It does not tell me much about the product.",0,9 days ago,Positive,Surprise,
State of Play,Youtube,@QlawzetReamL14,"PlayStation State of Play May 30, 2024, was okay at best. The real take away from this presentation for me were Silent Hill 2 and Monster Hunter Wilds. Silent Hill 2 is my winner of this State of Play, cannot wait to play it. This state of play felt boring up until Silent Hill. Astro Bot as the final reveal, while it did look impressive, was not what I was expecting to end the show.",0,9 days ago,Negative,Sad,playstation
State of Play,Youtube,@kodalucero7125,Just waiting for October to get here I'm excited for sh2,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@kdsmogg,Im PUMPED for Skydance's Behemoth!!! day one for me for sure!,0,2 weeks ago,Positive,Happy,behemoth
State of Play,Youtube,@ghostpatrik2903,"We want the game ""Days Gone 2"".  Thank you Sony.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@Kittyyfyd,So excited for astro bot!! We need more games like it pls,0,5 days ago,Negative,Sad,astro
State of Play,Youtube,@RAZGR1Z,Concord won't exist after two years.,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@Balasca,"Why has the acting from Silent Hill 2 gone from perfect and dream like, to just bad.",1,2 weeks ago,Negative,Sad,Silent Hill
State of Play,Youtube,@tygotgame1441,That new Astro bot game is fireeeee,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@BaNeArroW,Is it crazy that the only game that interested me was Ballad of Antara? The art direction looked awesome! Can't wait to here more on that! The rest is just meh.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@Sky._-,Concord looked cool until they showed the gameplay and its just like overwatch…,1,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@kyburn6195,The gaming crash can't come soon enough...,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Realmjumper4099,Only a few games that interest me but nothing screams must buy.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Muhyee00,ASTRO BOT LOOKS SO FUN,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@TheTeenyJeany,"Concord looks great, I guess...",0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@dashii111,No ghost 2 ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@runninginthe90s75,Xbox clear of Playstation garbage.,0,8 days ago,Negative,Sad,xbox
State of Play,Youtube,@encephsagan,"Sony, I don't think you realize how much people love Astro and dislike most everything else. People would probably buy a real Astro bot at this point. Come on!",0,2 weeks ago,Negative,Sad,astro
State of Play,Youtube,@vjNotDead,I'm so disappointed that konami left Silent Hill 2 in the hands of a western studio... they will remove the soul off it.,0,2 weeks ago,Positive,Surprise,disappointed
State of Play,Youtube,@karlhendrikse,"Asobi needs to change their name because it's too close to Asobo, and Asobo is more important",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Lacarious,happy to see Monster Hunter is finally a legit game!!!  looks like ps5 is getting close to its peak graphics.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@eatden1178,We want Bloodborne on PC like for Bloodborne PC,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@braxlucky5718,Why does Sony hate us so much,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@MariusMerchiers,Astrobot looking great as always ,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@SelzerMartin,Schämt euch Sony für Astrobot! PSVR 2 mit dem normalen PS5 Controller (alle Funktionen inkl. Touchpad) wäre absolut machbar gewesen. Wie bei GT7.  Hybrid Spiele versprechen und nicht mal bei eigenen Astrobot halten. RIP PSVR2,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@TheGaribaldiMan,So PC or multiplayer announcements...... Cool,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@redfalcon1985,Where are PS2 VR hits? Metro? Why this technology is abandoned again.,0,2 weeks ago,Negative,Angry,VR
State of Play,Youtube,@Qc4L3X,Concord 5v5 ? Condord solo/coop Narative game ?,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@SpiderHulkThing,"I miss single player adventure games like Uncharted, Infamous, etc.  I got a playstation for single player games.  I do look forward to the astro or game.  Aliens might make me consider VR.  Also, I have zero interest in souls like games.",0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@dynyseq5353,where is ghost of tsushima 2???,0,13 days ago,Positive,Happy,
State of Play,Youtube,@ekoprawira6129,"Shame, I thought we're gonna see Marvel's Wolverine or Blade...",0,7 days ago,Positive,Surprise,
State of Play,Youtube,@Hana-up6km,the new chibi robo ziplash looks soo cool!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@breadproductions957,concord is just dollar store apex+overwatch+valorant,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@IRatchetI,Hopefully they've done a hard reset on the next Dynasty Warriors game because it really needs it. Need to see more of Monster Hunter to get a better idea of what this one is bringing to the table. Everything else was just meh or I don't care about.,0,2 weeks ago,Negative,Angry,game
State of Play,Youtube,@alexmason-zj5cp,This is great and all but where’s Just Cause 5 ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@calebrobb9649,"Ballad of Antara looks like copied homework from Elden Ring, nonetheless I am still intrigued ",0,2 weeks ago,Negative,Sad,Ballad of Antara
State of Play,Youtube,@greg2081,Where was Spider-Man 2 and Wolverine?,2,2 weeks ago,Positive,Happy,
State of Play,Youtube,@zer0-cast,"This ""showcase"" should be renamed State of The Game Industry.  What's up with this insane focus on live service games, soulslike clones and Japanese titles that appeal for a small percentage of people?  The industry is going to shambles if this is what stakeholders think will generate money. Look at how fast single player experiences are selling, look at Helldivers II and how the LiveOps and post launch was perfect. Take a note from Baulders Gate III and how it literally rewrote RPGs.   Someone needs to tell Sony that they need to being their A game next year with exclusives that appeal for everyone and do not have microtransactions slapped on the back, otherwise, the way the industry is heading is alarming....",0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@Atarius,"1-OFF is a space vacuum guys. Guys, ISN'T THAT CLEVER!?!?  Day 1 premium package early access battle pass bundle buy for me guise!",0,2 weeks ago,Negative,Fear,Battle Pass
State of Play,Youtube,@TopFix,"Concord looks like another Redfall, but worse",0,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@edymasoul1,Mi PSVR2 lo usare de adorno.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@conradowl,"So... Someone bought a powerful console to receive a few minutes Ragnarok ON PC with better FPS and resolution then on console? Great job Sony, you just showing a customers that a PC is a better choice.",0,2 weeks ago,Positive,Happy,console
State of Play,Youtube,@AmigaVR,We want ASTROBOT VR,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@oscr_zen,"on this Concord game and others, are they shy of their own gameplay? why talk over it and not the animated trailer? xD",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@egoborder3203,this made me really excited for the upcoming videogame industry crash,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@wuzimu4688,"you y'all companies should know that there's still adults playing video games, make them GREAT",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@MrAuthenticFromThe80s,"Where is Days Gone 2 and Ghost of Tsushima 2, Sony?",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@SuperBabyMario0C,Tbh only Astro and infinity Nikki looked decent,0,2 weeks ago,Positive,Surprise,astro
State of Play,Youtube,@eic6916,always cool to see more giants in games,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@koko6504,I love movies more than gameplay. Totally not lying,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@soraclous4220,"No Kingdom Hearts 4, Spyro 4 or Sly 5 ",0,2 weeks ago,Negative,Sad,Kingdom Hearts 4
State of Play,Youtube,@ForTheSuperEarth,"Sony, start inviting indie studios, people will hate you less if there are games made with passion and heart, and not becouse someone told them to make them. Seriously, start showing us real games not movie-games.",0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@Luna-hb9yc,There r already many FPS games. Concord doesn’t excite me one bit,0,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@indiagamer2232,"Only interested in the until dawn remaster, loved the original",0,2 weeks ago,Positive,Happy,Until Dawn
State of Play,Youtube,@baselluke,"I'm only interested in single-player campaign games, and apart from Astro Bot, Dynasty Warriors Origins, Ballad of Antara, Where Winds Meet, and Monster Hunter Wilds, the rest didn't interest me. For example, I like Marvel Games, but not in a PVP style. So when I heard that, I was very disappointed, as with other PVP life service games.",0,2 weeks ago,Positive,Happy,disappointed
State of Play,Youtube,@JohnDoe-hm9mi,"Sick of this live service agenda Sony has this generation. 4 years in and not a clue what ND, SP, or Bend are even doing.",0,2 weeks ago,Negative,Angry,sony
State of Play,Youtube,@shiftyjim4138,Infamous 1 & 2 remake on PS5 PLEAAAASSSSSEEEEE   ALSO RATCHET AND CLANK FUTURE TRILOGY REMAKE FOR PS5 ,0,2 weeks ago,Negative,Sad,InFamous
State of Play,Youtube,@troyl200,Que interviews with devs on the chopping block...,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@HumbleHurricane,Dynasty Warriors Origins  Silent Hill 2 Where Winds Meet  ,0,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@josuevalar6465,DO YOU NOT UNDERSTAND WE WANT BLOODBORNE FOR PC?????????????,0,2 weeks ago,Negative,Sad,Bloodborne
State of Play,Youtube,@Lunarsnail8341,"I'm so mad that Concord is even a thing. We are tired of online multiplayer FPS games, especially hero shooters like this. This state of play as minor as an event that it was, shows just how unoriginal and money hungry gaming has become, sony and microsoft are building the next 80s gaming crisis with this one.",0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@uneCENT,Concord looks like all the other f2p games out there.,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@azaraliyev5172,After each state of play I am getting closer to belive the fact that ps5 is not necessary at all,0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@2009heyhow,Starting to feel old when so many games seems to fucus on the Z generation...,0,8 days ago,Positive,Happy,
State of Play,Youtube,@SerRuzen,Disappointed to see a state of play without a single original idea from Sony.,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@shronk769,...but will silent hill still have the dog ending?,0,2 weeks ago,Negative,Fear,Silent Hill
State of Play,Youtube,@charlesfragoso3932,"Is anyone really interested in concord, the marvel game or until dawn?",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@cody3335,Pretty hyped for astrobot and nothing else. Also 5v5 game lol no,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@GennPen,Connect PSN account to watch this video.,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Spaceman_u,No Bloodborne?,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@alexanderzhukov3773,Its a shame to waste so much talent and resources on Overwatch clone,0,10 days ago,Positive,Happy,
State of Play,Youtube,@DeathsjesterKMNP,"That was rather disappointing. As of now, the only reason I'd want to buy a PS5 is still just for Stellar Blade, and that's not enough.",0,2 weeks ago,Negative,Sad,disappointing
State of Play,Youtube,@XxSLaYerZzxX,"Mmm, can't wait to have to make a PSN account specifically to play a single player game on a completely different platform. Otherwise, a fantastic video to show all the slop you have in store with few exceptions, though not like those matter at this point.",1,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@MrMartellSincere,Sony Falling out ,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@donslipo,"14:37 dang, that's some stiff running animation",0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@user-fb5bq6pb6y,"Sad truth is single player games are just not lucrative enough when you can keep making money from someone who bought the game with cosmetics, skins, new characters, season passes. Its cancer sadly",0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@JoeRifo,"Concord looks terrible, Rivals looks and feels soulless, and it's sad that the only game I'm excited for is Astro Bot.   The Ballad of so and so and the samurai game look promising but idk man",0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@captainobvious2658,When i tell you my disappointment is immeasurable. Im not exaggerating.,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@grazstarr,These games look amazing. So excited for their release!!,0,2 weeks ago,Positive,Surprise,release
State of Play,Youtube,@pxpimxll5807,Sony yk what I rlly rlly rlly want      Pls give us lbp4,0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@wakkowarner9522,"Concord will feature ""Medics"".  Ugh, did they learn NOTHING from Overwatch?! ",2,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@q1wro,Still waiting for bloodborne remake,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Lastability,Really inspiring Sony. Inspiring to play elsewhere.,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@Stone2D3D,"So here I was, starting watching this 2024 PS State Of Play.... And than what",0,3 weeks ago,Positive,Surprise,State of Play
State of Play,Youtube,@c.j.8803,"Yet another very disappointing state of play the most interesting part towards the end monster Hunter, ah kinda & astro bot looks very cool and been long awaiting a full game from this series!!",1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@mikekyzivat1242,Concord = (Apex Legends + Outlaw Star)   Solve for X...box.,0,2 weeks ago,Negative,Fear,xbox
State of Play,Youtube,@LionheartXV,Dynasty warriors looks great,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@aaroncalix3777,I wanna see more games like “It Takes Two” that I can play with my gf,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@aliyaralgozhin4455,"31:59 ????? ?? ??????? ???? - ???????????? ??? ???? ??? ?? ??????????????, ??? ????",0,12 days ago,Positive,Happy,
State of Play,Youtube,@Limitx270,Honestly one of the worst state of plays in a long time. Games just aren’t what they used to be,1,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@pedropcs_exe,"Other than MH Wilds, this was a nothing burger. The community asks for Bloodborne remaster/remake/port, Sony brings us DEI titles. DoA.",0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@GrumpyMelon,"A bit underwhelming, this one. Sony should pay better attention.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@ChochoLevi,I'm tired of all these post-E3 trailer shows. You know you don't have to show anything if you have nothing to show.,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@Drake_Dawid,PlayStation should make killzone remake,0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@Gods0nlyChild02,This could have been an email,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@vibesshothard7943,came here to say Xbox won the show case round,0,10 days ago,Positive,Happy,xbox
State of Play,Youtube,@virajwadhwa6782,Astrobot is just a huge W,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@lukask.7488,Thankfully I never bought a ps5,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@andresramos310,No Spider-Man 2 dlc announcement is an L.,0,2 weeks ago,Positive,Happy,announcement
State of Play,Youtube,@ahmedfahmy1339,Where days gone 2 and why there isn't a remaster for part one. Sony doesn't care about gamers' wishes anymore only profits.,3,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@CourtJesterCowboy,....basically AstroBot looks cool but aint sellin no consoles and I cant wait to play MonsterHunterWilds on PC...,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@Darkshadoz,"Ps5 what happened to big games coming out and lowkey ones like fortnite, ik cod 6 is coming but atleast bring cod 2 remastered. Better graphics ",0,2 weeks ago,Positive,Surprise,cod
State of Play,Youtube,@Tyhar93,Concord has SBI written all over it. It's like Suicide Squad game part 2. Yikes.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@eileentheecroww9829,petition to Stop making FPS gams to sony.,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@azarhielsombrelame5659,From what's presented here i'm interested in 2 of those games and none of them are multiplayer live service garbage !!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@osalinas449,"Sony needs to stop making pvp games, like foamstars. They're boring and keep doing the same thing over and over, like kill player, player respawns and tries to kill you. There is no difference they all have the same objective. Eliminate the other team. Then do it all over again once the match ends.",0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@PAS2010D,The only thing i want is astro bot,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@aznfattass,"I have said it before and I have said again, stop throwing money at big bois like Sony and start throwing money at indie developers. We support guys like Hello Games and we will be rewarded with great content",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@MarioTGP,ONE GAME,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@QlawzetReamL14,Can Path of Exile 2 do what Diablo IV cannot.,0,9 days ago,Positive,Happy,diablo
State of Play,Youtube,@JammedClipper,"2 overwatch clones, a bunch of generic action games, a bunch of soulslikes..what has happened to sony? Where is the innovation? When is next gen coming? Were all still playing ps4 games with a shiny coat on top. Very disappointing. Astrobot is the winner here",0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@Silentcat-kk7xh,No one play video games anymore  Outdated,0,8 days ago,Negative,Fear,
State of Play,Youtube,@megaheroes3611,"For people getting mad or disappointed, DO NOT EXPECT a State of Play, Xbox Showcase or Nintendo Direct to be PERSONALIZED OR TAILOR MADE FOR YOU!",0,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@SlidaAman,"Ils ont fait tout leur possible pour ne pas dire ""nous avons été piratés"" pendant la présidence de Concorde.",0,10 days ago,Positive,Happy,
State of Play,Youtube,@nesouas3642,Playstation and Sony tf is this again?,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@DDraganita,You made me fill sad today Sony,1,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@miguelbouffard5500,Astro bot est le jeu que j'attends le plus de tout le state of play c'est fou,0,9 days ago,Negative,Sad,astro
State of Play,Youtube,@canos263,Sony did not even try this year... sad...,0,7 days ago,Negative,Sad,sony
State of Play,Youtube,@azizalfa752,Guys Silent Hill Remake Has DEI Don’t Buy it you see women face exactly what they done,0,2 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@ryliecronk1138,Y’all don’t fw monster hunter ?there was a few interesting games on this list,0,2 weeks ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@ThePhantomGazz,Disappointed and my day is ruined. Was hoping for more new singleplayers. You showed two overwatch clones. How much time in the day do you think we have?,0,2 weeks ago,Positive,Happy,disappointed
State of Play,Youtube,@Die-Angst,Concord: 5v5? So more multiplayer trash?  Alien: Rogue Incursion: Thank you for taking a great concept and ruining it by making it into a VR game.  Marvel Rivals: Thank you for taking a great concept and ruining it by making it a PvP game.  Where Winds Meet: Thank you for taking a great concept and ruining it by making it into a Souls-type game.  Path of Exile 2: This type of game is not suited for console to be played with a controller.,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@anotherone3815,"pronouns in characer selection screen was everything i needed to see, no need to make a generic trailer that lasts half the video",0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@Babe_Fior_Rose,Sie strahlt einen eleganten Charme aus und trägt sich mit der Anmut und dem Stolz einer wahren Königin.?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@gehteuchnixan4156,State of Play? Currently desolate....,0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@FridgeNinja,This was incredibly underwhelming.,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@stephencheney9811,"I think those commenting are mostly console gamers while some of these games are maybe aimed at PC gamers, trying to get them into the Sony tent. It's just a hypothesis though.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@Perpetuousdreamer92,Couldn’t care less about live service games period.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@coltonriffle2310,Ghost of Tsushima 2 when? PlayStation All Stars Battle Royale 2 when?,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@angelfarias5553,"Why is it always have a live stream and show almost garbage, but only showcase like three or four games that are interesting to preorder ",0,2 weeks ago,Positive,Happy,showcase
State of Play,Youtube,@nat99997,Concord is your next failure Sony. A pity you cant see it.,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@theashenogre8948,The only game that looks remotely interesting is Astro Bot. The rest look mediocre imo.  I also don't understand why they chose to remake Until Dawn. You can already buy the PS4 version & play through it for cheap while the new PS5 game will likely be around $70,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@romanfedotov1152,i will buy only space marine 2 in september,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@kevinmiracle8233,i was super pumped on Concord until the game play. .. yawn.,0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@danielfriesen759,Hilariously weak lineup except for Astro Bot -- that looks so hype,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@Kaldrin,"Gosh this comment section feels so mean, really gamers? That's the best you can do? I totally understand being disappointed with some of the games shown here but calling them trash is so disrespectful. And I personally found most to be pretty cool looking.",0,2 weeks ago,Positive,Happy,disappointed
State of Play,Youtube,@invincibleflying7303,All In for POE 2!!!! ,0,2 weeks ago,Positive,Happy,poe
State of Play,Youtube,@yuri_1192,Please Astro Bot for PSVR2!!!,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@bakhromkhaitov7537,"Show us new wukong gameplay with exact date of release,show us gta 6 (2minutes gameplay) Why I need to know that Ragnarok coming to PC? Waste of time!",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@John_Q,Playstation isn't even trying anymore. Only thing worth checking out is Astro Bot. Looks like Steam and Nintendo will get more of my money.,0,2 weeks ago,Negative,Angry,playstation
State of Play,Youtube,@paulrahul2035,excited for until dawn in pc,0,2 weeks ago,Negative,Sad,Until Dawn
State of Play,Youtube,@bankroll4416,Bloodborne sequel? Bloodborne remaster? Shame on you Sony.,1,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@end1234567,Concord is a bad overwatch knock-off,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@MajorHector,Concord started with a co-op pve game. Seems different from games that are on market today. But now is a totally different game. It's like every fortnite-valotant like game: boring! Thanks Sony,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@ZombieMad01,This was worth silent Hill2 remake annnnd Untill Dawn 2.. the end ,1,2 weeks ago,Negative,Fear,Silent Hill
State of Play,Youtube,@ghvxgaming,At 10:10 Am I the only one that thinks someone copied Seer from Apex Legends?,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Spielerbros,Concord why Charakter looks like yondu ?,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@indraspeace,Where are the REAL games at,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@stigma8128,This is terrible. Genuinely not one game I am even remotely interested in.,0,10 days ago,Positive,Happy,game
State of Play,Youtube,@a17yearoldonyoutubeluigi,Slaming my head into a wall over this,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@CodeSe77en,"So, Concord is just 5v5 Fortnite?",0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@nikshev6007,"Only happy for mhWilds. Everything else look shiny, but, tbh, most of it also look incredibly mid.",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@tomatosoup9120,So we're just gender swapping Galactus now? And basically making her sound like the generic English dubbed anime character ,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@lurkzie,Sony: Can't wait for the Playstation community to see this latest SOP they're really going to love the games were working on  The comment section: ,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@thstrngrya,"clone of overwatch 50 games copy of souls, silent hill 2 that looks from ps3, the game about de ps robot...? a genshin impact copy? EVERYTHING IS A COPY, thats crazy play station...",0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@ERIKPEREZ80,"Another FPS and service Game with ""surprise mechanics""? COME ON SONY!!! don't your learn?",0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@lilivier,Astrobot looks awesome ,1,2 weeks ago,Positive,Surprise,astrobot
State of Play,Youtube,@CeadusSunblaster,"Opening your presentation, with the latest live-service grift is… bold.",0,13 days ago,Negative,Fear,
State of Play,Youtube,@Julio_Gomes,I thought concord was pretty ok until they talked about all the cutscenes and overarching arcs.   These people want everything. They want to make am arcade 5x5 AND for us to care about the characters. R6 lore is not the reason people play r6.,0,2 weeks ago,Negative,Fear,concord
