"User","Comment","Likes","Date"
"@chaostheory9822","dear friend MOTORSTORM, I love you, don't cry, now it's time for ASTRO BOT, know one thing, I miss you. ","         ","2 weeks ago"
"@MrHeathzilla","Silent Hill 2 remake looks cool, just wish you could still create console-exclusive games that have original or at least fresh-seeming themes and gameplay. Concord looks so much like Overwatch and all the other similar games that I ended up skipping through most of the gameplay. Same with many other titles in this preview. I'm considering reselling my console at this point, why did I invest in all this sony-exclusive tech when you're ending up porting the exclusives to PC anyway?  sad time to be a playstation fan in my opinion!","         ","2 weeks ago"
"@billybadass7718","So I guess they made their own version of Overwatch Hopefully, they learn from that games mistakes","         ","2 weeks ago"
"@eliamzg","I don't even know how many arena shooters there are out there anymore, to me they go right in the bag (garbage one) with Battle Royales and MOBAs","         ","2 weeks ago"
"@KHLOUWDY","Underwhelming presentation honestly","         ","2 weeks ago"
"@shanepitt195","Top tier garbage on show here...don't even waste your time and go watch something else instead.","         ","2 weeks ago"
"@ezpz1327","traaaaaaaaaaaaaaaaash!!!","         ","2 weeks ago"
"@Cuatro_444","33:34 PARAPPA ","         ","2 weeks ago"
"@mmo5366","Most boring bullsh1t state of play ever","1","2 weeks ago"
"@Tomista4433","Wheres Days Gone 2?","         ","2 weeks ago"
"@jingxinghuang6213","This is terrible, stop showing repackaged products, it is boring. Show something new please.","         ","2 weeks ago"
"@OnkelBob44","whould  be nice to know that there is a state of play..........","         ","2 weeks ago"
"@ITACHI9005","Hopefully there’s a part 2 cause this was boring nothing exciting at all","         ","2 weeks ago"
"@wordsshackles441","Yep... But truth be told most you guys were nowhere to be found when obvious signs of mismanagement were starting to show up as early as 2020... You guys kept on thumbing up everything that sported a PS logo. You are now served.","4","2 weeks ago"
"@liliandeboisvilliers1422","what a disappointment you are making fun of your customers. Who bought the PSVR2 I won't buy your game and I hope many will. As much. I am disappointed like many who were waiting for Astro in VR","         ","2 weeks ago"
"@WesNova2029","Silent hill was the best thing easy and until dawn both old games lol","         ","2 weeks ago"
"@WesNova2029","Who are these people? Lol where is Herman Hulst like maybe have people we like present and not just some randos","         ","2 weeks ago"
"@Hadouken403","Astro bot   best thing on this","         ","2 weeks ago"
"@nicollasrychard","We want offline single play games!! Ubisoft take note","         ","2 weeks ago"
"@DarkAge69","We want single player games, No live service games","         ","2 weeks ago"
"@dudeitsblake8345","I’m only halfway through and this is the lamest State of Play yet.. nice.. lol Glad all those acquisitions paid off.","1","2 weeks ago"
"@orbitaldropshocktroopers8174","Buy a xbox pony.","         ","2 weeks ago"
"@user-mu8mr7hw7b","Ghost Of Tsushima 2","13","3 weeks ago"
"@zenvalinto","Phantom Blade 0","34","3 weeks ago"
"@BricksAndBuilds482","The only game I saw myself somewhat enjoying was Astro Bot","         ","2 weeks ago"
"@marcrkox2","For until dawn it is like turning a ps4 version into a ps5 version only with one difference in upgraded graphics I am disappointed in that I expected to see what’s actually new for the game I expected to see at least one different thing that is a possible DLC I guess that is not the case because of that I am removing until dawn from my wish list","         ","2 weeks ago"
"@GwTim03","Re9 plss!!!","10","3 weeks ago"
"@Chobitsx3","no reason to buy a ps5 yet yawn fest","12","2 weeks ago"
"@teckkuan13","We want gameplay , not trailers","         ","2 weeks ago"
"@mischamg6714","Astrobot looks amazing. But why no PSVR2 Support, Sony????","         ","2 weeks ago"
"@user-ry2xn9co3f","New marvel wolverine Gameplay","11","3 weeks ago"
"@TheDavidTeam","I will never understand how Sony went from the most promising brand for Videogame quality to the most garbage shitshow.","11","10 days ago"
"@Chael-chan","Why is AstroBot the coolest? I’ve loved all their games and you beat Zelda with that trailer","         ","2 weeks ago"
"@WhackingJam","We really need Command and Conquer playstation one real RTS game but it doesn't fill the void","         ","11 days ago"
"@hamzaramen1167","I hope New killzone game  Or remastered Old game .","8","3 weeks ago"
"@LeNoRo165","Xbox was far better ","16","11 days ago"
"@eliaszerano3510","FREE MULTIPLAYER CO-OP would be much more exciting news !","         ","2 weeks ago"
"@Gapb_TheRealOneTho","I kinda liked Ballad of Sekiroring and Astrobot Odyssey","         ","2 weeks ago"
"@NexusWorks924","New FNAF game here we come baby","13","3 weeks ago"
"@GenesisGaming031","well..this was a big fail....","8","2 weeks ago"
"@Measiru","When i saw Sillent Hill i Thought that was Resident Evil 9","         ","2 weeks ago"
"@thenightowl1560","I get its a state of play but atleast tickle our nuts a little and tease a game we all want","1","2 weeks ago"
"@patrikn9916","Astrobot ","16","2 weeks ago"
"@Mazy-Ib","R-E-9","53","3 weeks ago"
"@moeperk81","Concord has been done so many times already even the developers didn't know what to really say. I'd love to see a fresh and original idea. No one cares about that game already. Sony should cut their losses right now","         ","2 weeks ago"
"@Kytetiger","the best announcements are Infinity Nikki and Astro Bot","         ","2 weeks ago"
"@omni_tron","Ghost of Tsushima 2.","17","3 weeks ago"
"@BratVaxer","What a failure sony....","12","2 weeks ago"
"@onetruescottie","Why was Astro Bot the best looking game out of them all though lol","         ","2 weeks ago"
"@pedromchannel","I can’t believe you missed the opportunity to do another VR Astro Bot ","         ","2 weeks ago"
"@LokiToxtrocity","Only thing I'm hyped for is Wilds.  Ill be very honest, bought my ps5 for wilds, and warframe, since I come from the switch, and well the Library of gsmes in ps5 and this presentation has slightly dissapointed me.","         ","10 days ago"
"@SINftare","Is Astro Bot the only one worthy of attention?","         ","2 weeks ago"
"@runninginthe90s75","This state of play is so bad it need to be rated worse than 1/10. Xbox showcase is miles better than this trash !!","6","8 days ago"
"@xxwilliamxbarrosxx7274","27:00 best game of all","         ","2 weeks ago"
"@DBC_Whiterose","Er got an Astro Bot standing alone game before an new Mario 3D title that’s crazy","         ","2 weeks ago"
"@C0LPAN1C","LOUp2 remastered pc port, im patiently waiting for!","         ","2 weeks ago"
"@Kelv02","We need more Co-op games man","         ","2 weeks ago"
"@albl2171","Microsoft will easily outsmart those trailer's with their Xbox Bethesda Activision Blizzard showcase on 9th June 2024 ","         ","2 weeks ago"
"@kaidokp","So I off'd Reed to send Songbird into space and she decides to enter a new game called Concord?? Reed's rolling in his grave right now.","         ","2 weeks ago"
"@GG3695","I just wasted 35 minutes of my life.","4","2 weeks ago"
"@jacksally09","Concord seems awesome untill I saw gameplay","1","2 weeks ago"
"@AMaguire90","Only game that peaked interest was Silent hill 2 andd POE2 and that will be on PC where I dont have to subscribe for online play.","         ","2 weeks ago"
"@elizabethflowers749","the only game that got me genuinely excited was astro bot","         ","11 days ago"
"@akatsubaki1792","quien lo diria ahora tendre que comprar un ps5 solo para jugar el del robot","1","2 weeks ago"
"@Arkticsnowman","OMFG!  I'm so sick and tired of the ""games as a service"" model.  Let me pay for my game up front.  Enough trying to nickel and dime me to double or triple the price of a game.","2","2 weeks ago"
"@KingGrizzBadara","Mostly 5v5 or Souls like games for the most part. I think they all look cool, but nothing hits that note for me. I'm starting to think I'm growing out of gaming because my excitement during theses show is waning. Maybe when there is a new Uncharted, Ninja Gaiden, Killzone, Infamous or MGS it will pique my interest.","         ","2 weeks ago"
"@WaleedZanbagi","Those shearholders and CEOs are not gamers and of video games to know what we want...","         ","2 weeks ago"
"@futurafrlx8874","Concord looks nice, but I don't understand who the target audience is. As an adult, I barely have time to play single-player games. If I have to choose between tightly crafted single-player and an online shooter, it's obvious Concord is not the game I will ever play. Oh and it's not f2p, which is a dangerous thing for a service game in such a competitive industry.","         ","2 weeks ago (edited)"
"@Swan42088","It certainly is a 'state' on the whole!","1","2 weeks ago"
"@equilibrium8545","Concord looks horrible. All these pvp live service games will bomb. I can almoast guarantee that. Many of the single-player games look cool. So that should tell you all you need to know.","1","2 weeks ago"
"@Skytempest","Concord? Sony can I get Socom back? Silent Hill 2 remake soulless.","         ","2 weeks ago"
"@kailara8002","Yall it was two fps shooters and the rest are single player experiences im so confused on the outrage theres legit quality being shown and you still complain its TWO fps games calm down","1","2 weeks ago"
"@octobergaming5767","Can we just get a jak 3 remaster  That game was ahead of its time ","         ","2 weeks ago"
"@piramitx8185","Astro and dynasty looks amazing","         ","2 weeks ago"
"@iceveiled","Sorry to say it, but I predict Concord is going to fail. It's a shame because it looks awesome graphically. I wish it had a mix of SP and MP elements like Destiny 2.  It'll be hot for 2 weeks tops with streamers capitalizing on its newness, but that's it. For the developer's sake, I hope I'm very wrong.  Besides that, it's totally a Guardians of the Galaxy ripoff. At least the GotG game had a lengthy single player campaign. Astro Bot looks fun, and I wouldn't mind revisiting Until Dawn for Halloween season if it's 4k/60 with some minor graphical overhauls, and I can upgrade at a discount by validating my PS4 physical copy for...say...15 bucks?","         ","2 weeks ago (edited)"
"@joseluisdiazcontreras1666","Waiting for Astro bot. Me and my kids are ss o hyped. Will get it Day 1. Hope the GPU sings again.","         ","2 weeks ago"
"@pyroboss3099","Bro can gamecompanies stop making cinematic gametrailers we just want to see gameplay.","         ","2 weeks ago"
"@NaahSon15","Astrobot is cool and all, but did Sony just abandon Sackboy and LBP?","         ","2 weeks ago"
"@TomasBridal","Remaster Bloodborne already.  At the very least a frame rate patch for PS5","1","2 weeks ago"
"@QlawzetReamL14","Dynasty Warriors Origins gets a ""B"" out of me. Game looks exciting to me despite it being a ""Dynasty Warriors"" game. Trailer alone tells me nothing about it unfortunately, hopefully more information as time passes.","         ","9 days ago"
"@RobertMcClure","Excited for for that new dynasty warriors origin game and astro bot looks cool.","         ","2 weeks ago"
"@cmike123","Concord looks beautiful. Too bad they didnt make a real game.","         ","2 weeks ago"
"@blakeeden3917","Astro Bot stole the show!","1","2 weeks ago"
"@c3ku133","concord will be even biggest disappointment than real concorde :D","         ","2 weeks ago"
"@TheReallyRealBonk","Im going to be honest...the only thing i'm playing is Astro Bot","         ","2 weeks ago"
"@yashkothalkar5512","Only ASTRO BOT is the worthy one in this whole state of play.","         ","2 weeks ago"
"@mateusgreenwood1096","Make your bets, will Concord beat suicide squad as the least played live service of 2024?","         ","2 weeks ago"
"@timothyrocheleau7824","It looks like a fun game, except I need 4 friends to play it with. I prefer single player games and not having to rely on others to be able to oaky at the same time so can play.","         ","2 weeks ago"
"@Riddler_von","I don’t want to play with other people. I game alone and love it that way. If I could play five on five but wonder off for a few hours and meet the team later at the bar.","         ","11 days ago"
"@ZombieChimps","NO MORE LIVE SERVICE MULTIPLAYER SHOOTERS","         ","2 weeks ago"
"@muzzykage","Valorant + Destiny + Overwatch= Concord xdxd","         ","9 days ago"
"@nobody1322","No days gone 2, Sony has been making some terrible choices lately.","1","2 weeks ago"
"@QlawzetReamL14","Monster Hunter Wilds look amazing. While I am not a huge fan of Monster Hunter, I can respect what I have seen.","         ","9 days ago"
"@TheDiepzone","Am I the only one who enjoyed this?  Concord's gameplay look really solid. Dynasty Warriors making comeback! Ballad of Antara looked pretty interesting Behemoth looked like an amazing VR game Aliens VR, didn't look great but it's Aliens in VR Where Winds Meet looked amazing Path of Exile 2 looks next level for its category Silent Hill 2 looks so much better than last time Astro Bot!!! No more needs to be said","         ","2 weeks ago"
"@Sky._-","What's with the shooters","         ","2 weeks ago"
"@andresaviles2428","Sony’s tweaking on that Concord.","         ","2 weeks ago"
"@HellDescent","All sony has to offer is jacked store prices, non-existent customer support, missing game licenses and a $100 subscription just to play online. Time to make a transition to PC","         ","2 weeks ago"
"@vaivs7903","Concord: Great world building. Great cinematic. Great characters. But sadly it's a boring arena shooter I ain't touching.","         ","2 weeks ago"
"@QlawzetReamL14","Ballad of Antara gives me ""Souls like"" vibes and gets a ""B"" out of me. Trailer is again a tease with gameplay clips. It does not tell me much about the product.","         ","9 days ago"
"@QlawzetReamL14","PlayStation State of Play May 30, 2024, was okay at best. The real take away from this presentation for me were Silent Hill 2 and Monster Hunter Wilds. Silent Hill 2 is my winner of this State of Play, cannot wait to play it. This state of play felt boring up until Silent Hill. Astro Bot as the final reveal, while it did look impressive, was not what I was expecting to end the show.","         ","9 days ago"
"@kodalucero7125","Just waiting for October to get here I'm excited for sh2","         ","2 weeks ago"
"@kdsmogg","Im PUMPED for Skydance's Behemoth!!! day one for me for sure!","         ","2 weeks ago"
"@ghostpatrik2903","We want the game ""Days Gone 2"".  Thank you Sony.","         ","2 weeks ago"
"@Kittyyfyd","So excited for astro bot!! We need more games like it pls","         ","5 days ago"
"@RAZGR1Z","Concord won't exist after two years.","1","2 weeks ago"
"@Balasca","Why has the acting from Silent Hill 2 gone from perfect and dream like, to just bad.","         ","2 weeks ago (edited)"
"@tygotgame1441","That new Astro bot game is fireeeee","         ","2 weeks ago"
"@BaNeArroW","Is it crazy that the only game that interested me was Ballad of Antara? The art direction looked awesome! Can't wait to here more on that! The rest is just meh.","         ","2 weeks ago (edited)"
"@Sky._-","Concord looked cool until they showed the gameplay and its just like overwatch…","         ","2 weeks ago"
"@kyburn6195","The gaming crash can't come soon enough...","1","2 weeks ago"
"@Realmjumper4099","Only a few games that interest me but nothing screams must buy.","         ","2 weeks ago"
"@Muhyee00","ASTRO BOT LOOKS SO FUN","         ","2 weeks ago"
"@TheTeenyJeany","Concord looks great, I guess...","         ","2 weeks ago"
"@dashii111","No ghost 2 ","1","2 weeks ago"
"@runninginthe90s75","Xbox clear of Playstation garbage.","5","8 days ago"
"@encephsagan","Sony, I don't think you realize how much people love Astro and dislike most everything else. People would probably buy a real Astro bot at this point. Come on!","         ","2 weeks ago"
"@vjNotDead","I'm so disappointed that konami left Silent Hill 2 in the hands of a western studio... they will remove the soul off it.","         ","2 weeks ago (edited)"
"@karlhendrikse","Asobi needs to change their name because it's too close to Asobo, and Asobo is more important","         ","2 weeks ago"
"@Lacarious","happy to see Monster Hunter is finally a legit game!!!  looks like ps5 is getting close to its peak graphics.","1","2 weeks ago"
"@eatden1178","We want Bloodborne on PC like for Bloodborne PC","         ","2 weeks ago"
"@braxlucky5718","Why does Sony hate us so much","         ","2 weeks ago"
"@MariusMerchiers","Astrobot looking great as always ","         ","2 weeks ago"
"@SelzerMartin","Schämt euch Sony für Astrobot! PSVR 2 mit dem normalen PS5 Controller (alle Funktionen inkl. Touchpad) wäre absolut machbar gewesen. Wie bei GT7.  Hybrid Spiele versprechen und nicht mal bei eigenen Astrobot halten. RIP PSVR2","1","2 weeks ago"
"@TheGaribaldiMan","So PC or multiplayer announcements...... Cool","1","2 weeks ago"
"@redfalcon1985","Where are PS2 VR hits? Metro? Why this technology is abandoned again.","         ","2 weeks ago"
"@Qc4L3X","Concord 5v5 ️ Condord solo/coop Narative game ️","         ","2 weeks ago"
"@SpiderHulkThing","I miss single player adventure games like Uncharted, Infamous, etc.  I got a playstation for single player games.  I do look forward to the astro or game.  Aliens might make me consider VR.  Also, I have zero interest in souls like games.","         ","2 weeks ago"
"@dynyseq5353","where is ghost of tsushima 2???","1","13 days ago"
"@ekoprawira6129","Shame, I thought we're gonna see Marvel's Wolverine or Blade...","         ","7 days ago"
"@Hana-up6km","the new chibi robo ziplash looks soo cool!","         ","2 weeks ago"
"@breadproductions957","concord is just dollar store apex+overwatch+valorant","         ","2 weeks ago"
"@IRatchetI","Hopefully they've done a hard reset on the next Dynasty Warriors game because it really needs it. Need to see more of Monster Hunter to get a better idea of what this one is bringing to the table. Everything else was just meh or I don't care about.","         ","2 weeks ago"
"@alexmason-zj5cp","This is great and all but where’s Just Cause 5 ","         ","2 weeks ago"
"@calebrobb9649","Ballad of Antara looks like copied homework from Elden Ring, nonetheless I am still intrigued ","         ","2 weeks ago"
"@greg2081","Where was Spider-Man 2 and Wolverine?","         ","2 weeks ago"
"@zer0-cast","This ""showcase"" should be renamed State of The Game Industry.  What's up with this insane focus on live service games, soulslike clones and Japanese titles that appeal for a small percentage of people?  The industry is going to shambles if this is what stakeholders think will generate money. Look at how fast single player experiences are selling, look at Helldivers II and how the LiveOps and post launch was perfect. Take a note from Baulders Gate III and how it literally rewrote RPGs.   Someone needs to tell Sony that they need to being their A game next year with exclusives that appeal for everyone and do not have microtransactions slapped on the back, otherwise, the way the industry is heading is alarming....","         ","2 weeks ago (edited)"
"@Atarius","1-OFF is a space vacuum guys. Guys, ISN'T THAT CLEVER!?!?  Day 1 premium package early access battle pass bundle buy for me guise!","         ","2 weeks ago"
"@TopFix","Concord looks like another Redfall, but worse","         ","2 weeks ago"
"@edymasoul1","Mi PSVR2 lo usare de adorno.","1","2 weeks ago"
"@conradowl","So... Someone bought a powerful console to receive a few minutes Ragnarok ON PC with better FPS and resolution then on console? Great job Sony, you just showing a customers that a PC is a better choice.","         ","2 weeks ago"
"@AmigaVR","We want ASTROBOT VR","         ","2 weeks ago"
"@oscr_zen","on this Concord game and others, are they shy of their own gameplay? why talk over it and not the animated trailer? xD","         ","2 weeks ago"
"@egoborder3203","this made me really excited for the upcoming videogame industry crash","1","2 weeks ago"
"@wuzimu4688","you y'all companies should know that there's still adults playing video games, make them GREAT","         ","2 weeks ago"
"@MrAuthenticFromThe80s","Where is Days Gone 2 and Ghost of Tsushima 2, Sony?","         ","2 weeks ago"
"@SuperBabyMario0C","Tbh only Astro and infinity Nikki looked decent","         ","2 weeks ago"
"@eic6916","always cool to see more giants in games","         ","2 weeks ago"
"@koko6504","I love movies more than gameplay. Totally not lying","         ","2 weeks ago"
"@soraclous4220","No Kingdom Hearts 4, Spyro 4 or Sly 5 ","         ","2 weeks ago"
"@ForTheSuperEarth","Sony, start inviting indie studios, people will hate you less if there are games made with passion and heart, and not becouse someone told them to make them. Seriously, start showing us real games not movie-games.","         ","2 weeks ago (edited)"
"@Luna-hb9yc","There r already many FPS games. Concord doesn’t excite me one bit","         ","2 weeks ago"
"@indiagamer2232","Only interested in the until dawn remaster, loved the original","         ","2 weeks ago"
"@baselluke","I'm only interested in single-player campaign games, and apart from Astro Bot, Dynasty Warriors Origins, Ballad of Antara, Where Winds Meet, and Monster Hunter Wilds, the rest didn't interest me. For example, I like Marvel Games, but not in a PVP style. So when I heard that, I was very disappointed, as with other PVP life service games.","         ","2 weeks ago"
"@JohnDoe-hm9mi","Sick of this live service agenda Sony has this generation. 4 years in and not a clue what ND, SP, or Bend are even doing.","         ","2 weeks ago"
"@shiftyjim4138","Infamous 1 & 2 remake on PS5 PLEAAAASSSSSEEEEE   ALSO RATCHET AND CLANK FUTURE TRILOGY REMAKE FOR PS5 ","         ","2 weeks ago"
"@troyl200","Que interviews with devs on the chopping block...","         ","2 weeks ago"
"@HumbleHurricane","Dynasty Warriors Origins  Silent Hill 2 Where Winds Meet  ","1","2 weeks ago"
"@josuevalar6465","DO YOU NOT UNDERSTAND WE WANT BLOODBORNE FOR PC?????????????","         ","2 weeks ago"
"@Lunarsnail8341","I'm so mad that Concord is even a thing. We are tired of online multiplayer FPS games, especially hero shooters like this. This state of play as minor as an event that it was, shows just how unoriginal and money hungry gaming has become, sony and microsoft are building the next 80s gaming crisis with this one.","1","2 weeks ago"
"@uneCENT","Concord looks like all the other f2p games out there.","         ","2 weeks ago"
"@azaraliyev5172","After each state of play I am getting closer to belive the fact that ps5 is not necessary at all","         ","2 weeks ago"
"@2009heyhow","Starting to feel old when so many games seems to fucus on the Z generation...","         ","8 days ago"
"@SerRuzen","Disappointed to see a state of play without a single original idea from Sony.","         ","2 weeks ago"
"@shronk769","...but will silent hill still have the dog ending?","         ","2 weeks ago"
"@charlesfragoso3932","Is anyone really interested in concord, the marvel game or until dawn?","         ","2 weeks ago"
"@cody3335","Pretty hyped for astrobot and nothing else. Also 5v5 game lol no","1","2 weeks ago"
"@GennPen","Connect PSN account to watch this video.","7","2 weeks ago"
"@Spaceman_u","No Bloodborne?","1","2 weeks ago"
"@alexanderzhukov3773","Its a shame to waste so much talent and resources on Overwatch clone","1","10 days ago"
"@DeathsjesterKMNP","That was rather disappointing. As of now, the only reason I'd want to buy a PS5 is still just for Stellar Blade, and that's not enough.","         ","2 weeks ago"
"@XxSLaYerZzxX","Mmm, can't wait to have to make a PSN account specifically to play a single player game on a completely different platform. Otherwise, a fantastic video to show all the slop you have in store with few exceptions, though not like those matter at this point.","         ","2 weeks ago"
"@MrMartellSincere","Sony Falling out ","1","2 weeks ago"
"@donslipo","14:37 dang, that's some stiff running animation","         ","2 weeks ago"
"@user-fb5bq6pb6y","Sad truth is single player games are just not lucrative enough when you can keep making money from someone who bought the game with cosmetics, skins, new characters, season passes. Its cancer sadly","         ","2 weeks ago"
"@JoeRifo","Concord looks terrible, Rivals looks and feels soulless, and it's sad that the only game I'm excited for is Astro Bot.   The Ballad of so and so and the samurai game look promising but idk man","1","2 weeks ago"
"@captainobvious2658","When i tell you my disappointment is immeasurable. Im not exaggerating.","         ","2 weeks ago"
"@grazstarr","These games look amazing. So excited for their release!!","         ","2 weeks ago"
"@pxpimxll5807","Sony yk what I rlly rlly rlly want      Pls give us lbp4","1","2 weeks ago"
"@wakkowarner9522","Concord will feature ""Medics"".  Ugh, did they learn NOTHING from Overwatch?! ","         ","2 weeks ago"
"@q1wro","Still waiting for bloodborne remake","         ","2 weeks ago"
"@Lastability","Really inspiring Sony. Inspiring to play elsewhere.","         ","2 weeks ago"
"@Stone2D3D","So here I was, starting watching this 2024 PS State Of Play.... And than what; NOT A DECENT game was showed in more than 35 minutes. Hoped to see more from Metal Gear Delta but got zero....  Playstation, Sony; you're driving blind for years by now, time to open your eyes and learn how to read the comments section here below...","1","2 weeks ago"
"@c.j.8803","Yet another very disappointing state of play the most interesting part towards the end monster Hunter, ah kinda & astro bot looks very cool and been long awaiting a full game from this series!!","2","2 weeks ago"
"@mikekyzivat1242","Concord = (Apex Legends + Outlaw Star)   Solve for X...box.","         ","2 weeks ago"
"@LionheartXV","Dynasty warriors looks great","         ","2 weeks ago"
"@aaroncalix3777","I wanna see more games like “It Takes Two” that I can play with my gf","         ","2 weeks ago"
"@aliyaralgozhin4455","31:59 какая то детская игра - единственное что меня как то заинтересовало, это пздц","1","12 days ago"
"@Limitx270","Honestly one of the worst state of plays in a long time. Games just aren’t what they used to be","2","2 weeks ago"
"@pedropcs_exe","Other than MH Wilds, this was a nothing burger. The community asks for Bloodborne remaster/remake/port, Sony brings us DEI titles. DoA.","8","2 weeks ago"
"@GrumpyMelon","A bit underwhelming, this one. Sony should pay better attention.","         ","2 weeks ago"
"@ChochoLevi","I'm tired of all these post-E3 trailer shows. You know you don't have to show anything if you have nothing to show.","         ","2 weeks ago"
"@Drake_Dawid","PlayStation should make killzone remake","         ","2 weeks ago"
"@Gods0nlyChild02","This could have been an email","         ","2 weeks ago"
"@vibesshothard7943","came here to say Xbox won the show case round","12","10 days ago"
"@virajwadhwa6782","Astrobot is just a huge W","         ","2 weeks ago"
"@lukask.7488","Thankfully I never bought a ps5","11","2 weeks ago"
"@andresramos310","No Spider-Man 2 dlc announcement is an L.","         ","2 weeks ago"
"@ahmedfahmy1339","Where days gone 2 and why there isn't a remaster for part one. Sony doesn't care about gamers' wishes anymore only profits.","         ","2 weeks ago"
"@CourtJesterCowboy","....basically AstroBot looks cool but aint sellin no consoles and I cant wait to play MonsterHunterWilds on PC...","         ","2 weeks ago"
"@Darkshadoz","Ps5 what happened to big games coming out and lowkey ones like fortnite, ik cod 6 is coming but atleast bring cod 2 remastered. Better graphics ","1","2 weeks ago"
"@Tyhar93","Concord has SBI written all over it. It's like Suicide Squad game part 2. Yikes.","         ","2 weeks ago"
"@eileentheecroww9829","petition to Stop making FPS gams to sony.","1","2 weeks ago"
"@azarhielsombrelame5659","From what's presented here i'm interested in 2 of those games and none of them are multiplayer live service garbage !!","         ","2 weeks ago (edited)"
"@osalinas449","Sony needs to stop making pvp games, like foamstars. They're boring and keep doing the same thing over and over, like kill player, player respawns and tries to kill you. There is no difference they all have the same objective. Eliminate the other team. Then do it all over again once the match ends.","1","2 weeks ago"
"@PAS2010D","The only thing i want is astro bot","         ","2 weeks ago"
"@aznfattass","I have said it before and I have said again, stop throwing money at big bois like Sony and start throwing money at indie developers. We support guys like Hello Games and we will be rewarded with great content","         ","2 weeks ago"
"@MarioTGP","ONE GAME","2","2 weeks ago"
"@QlawzetReamL14","Can Path of Exile 2 do what Diablo IV cannot.","         ","9 days ago"
"@JammedClipper","2 overwatch clones, a bunch of generic action games, a bunch of soulslikes..what has happened to sony? Where is the innovation? When is next gen coming? Were all still playing ps4 games with a shiny coat on top. Very disappointing. Astrobot is the winner here","1","2 weeks ago (edited)"
"@Silentcat-kk7xh","No one play video games anymore  Outdated","1","8 days ago"
"@megaheroes3611","For people getting mad or disappointed, DO NOT EXPECT a State of Play, Xbox Showcase or Nintendo Direct to be PERSONALIZED OR TAILOR MADE FOR YOU!","1","2 weeks ago"
"@SlidaAman","Ils ont fait tout leur possible pour ne pas dire ""nous avons été piratés"" pendant la présidence de Concorde.","         ","10 days ago"
"@nesouas3642","Playstation and Sony tf is this again?","2","2 weeks ago"
"@DDraganita","You made me fill sad today Sony","         ","2 weeks ago"
"@miguelbouffard5500","Astro bot est le jeu que j'attends le plus de tout le state of play c'est fou","         ","9 days ago"
"@canos263","Sony did not even try this year... sad...","         ","7 days ago"
"@azizalfa752","Guys Silent Hill Remake Has DEI Don’t Buy it you see women face exactly what they done","3","2 weeks ago"
"@ryliecronk1138","Y’all don’t fw monster hunter ?there was a few interesting games on this list","         ","2 weeks ago"
"@ThePhantomGazz","Disappointed and my day is ruined. Was hoping for more new singleplayers. You showed two overwatch clones. How much time in the day do you think we have?","         ","2 weeks ago"
"@Die-Angst","Concord: 5v5? So more multiplayer trash?  Alien: Rogue Incursion: Thank you for taking a great concept and ruining it by making it into a VR game.  Marvel Rivals: Thank you for taking a great concept and ruining it by making it a PvP game.  Where Winds Meet: Thank you for taking a great concept and ruining it by making it into a Souls-type game.  Path of Exile 2: This type of game is not suited for console to be played with a controller.","         ","2 weeks ago"
"@anotherone3815","pronouns in characer selection screen was everything i needed to see, no need to make a generic trailer that lasts half the video","1","2 weeks ago"
"@Babe_Fior_Rose","Sie strahlt einen eleganten Charme aus und trägt sich mit der Anmut und dem Stolz einer wahren Königin.️","         ","2 weeks ago"
"@gehteuchnixan4156","State of Play? Currently desolate....","1","2 weeks ago"
"@FridgeNinja","This was incredibly underwhelming.","1","2 weeks ago"
"@stephencheney9811","I think those commenting are mostly console gamers while some of these games are maybe aimed at PC gamers, trying to get them into the Sony tent. It's just a hypothesis though.","         ","2 weeks ago"
"@Perpetuousdreamer92","Couldn’t care less about live service games period.","1","2 weeks ago"
"@coltonriffle2310","Ghost of Tsushima 2 when? PlayStation All Stars Battle Royale 2 when?","         ","2 weeks ago"
"@angelfarias5553","Why is it always have a live stream and show almost garbage, but only showcase like three or four games that are interesting to preorder ","         ","2 weeks ago"
"@nat99997","Concord is your next failure Sony. A pity you cant see it.","1","2 weeks ago"
"@theashenogre8948","The only game that looks remotely interesting is Astro Bot. The rest look mediocre imo.  I also don't understand why they chose to remake Until Dawn. You can already buy the PS4 version & play through it for cheap while the new PS5 game will likely be around $70","         ","2 weeks ago"
"@romanfedotov1152","i will buy only space marine 2 in september","         ","2 weeks ago"
"@kevinmiracle8233","i was super pumped on Concord until the game play. .. yawn.","         ","2 weeks ago"
"@danielfriesen759","Hilariously weak lineup except for Astro Bot -- that looks so hype","         ","2 weeks ago"
"@Kaldrin","Gosh this comment section feels so mean, really gamers? That's the best you can do? I totally understand being disappointed with some of the games shown here but calling them trash is so disrespectful. And I personally found most to be pretty cool looking.","         ","2 weeks ago"
"@invincibleflying7303","All In for POE 2!!!! ","         ","2 weeks ago"
"@yuri_1192","Please Astro Bot for PSVR2!!!","         ","2 weeks ago"
"@bakhromkhaitov7537","Show us new wukong gameplay with exact date of release,show us gta 6 (2minutes gameplay) Why I need to know that Ragnarok coming to PC? Waste of time!","         ","2 weeks ago"
"@John_Q","Playstation isn't even trying anymore. Only thing worth checking out is Astro Bot. Looks like Steam and Nintendo will get more of my money.","         ","2 weeks ago"
"@paulrahul2035","excited for until dawn in pc","         ","2 weeks ago"
"@bankroll4416","Bloodborne sequel? Bloodborne remaster? Shame on you Sony.","         ","2 weeks ago"
